locus_tag	ftype	length_bp	gene	EC_number	COG	product
PCGOOAAK_00405	CDS	2361				hypothetical protein
PCGOOAAK_00406	CDS	627				hypothetical protein
PCGOOAAK_00407	CDS	1251	mdtA_2			Multidrug resistance protein MdtA
PCGOOAAK_00408	CDS	1515				hypothetical protein
PCGOOAAK_00409	CDS	1374	zraR_2		COG2204	Transcriptional regulatory protein ZraR
PCGOOAAK_00410	CDS	1305	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
PCGOOAAK_00411	CDS	447				hypothetical protein
PCGOOAAK_00412	CDS	645				hypothetical protein
PCGOOAAK_00413	tRNA	75				tRNA-Ala(tgc)
PCGOOAAK_00414	tRNA	78				tRNA-Ile(gat)
PCGOOAAK_00415	CDS	2349				hypothetical protein
PCGOOAAK_00416	CDS	2385				hypothetical protein
PCGOOAAK_00417	CDS	417				hypothetical protein
PCGOOAAK_00418	CDS	402				hypothetical protein
PCGOOAAK_00419	CDS	546	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
PCGOOAAK_00420	CDS	360				hypothetical protein
PCGOOAAK_00421	CDS	1707	caiA	1.3.8.13		Crotonobetainyl-CoA reductase
PCGOOAAK_00422	CDS	1020	carE_1	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
PCGOOAAK_00423	CDS	888	carD_1	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
PCGOOAAK_00424	CDS	603	resA_1			Thiol-disulfide oxidoreductase ResA
PCGOOAAK_00425	CDS	1206	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
PCGOOAAK_00426	CDS	369				hypothetical protein
PCGOOAAK_00427	CDS	1599	aspT_2			Aspartate/alanine antiporter
PCGOOAAK_00428	CDS	1893				hypothetical protein
PCGOOAAK_00429	CDS	930				hypothetical protein
PCGOOAAK_00430	CDS	825				hypothetical protein
PCGOOAAK_00431	CDS	999				hypothetical protein
PCGOOAAK_00432	CDS	963				hypothetical protein
PCGOOAAK_00433	CDS	837	cvfB			Conserved virulence factor B
PCGOOAAK_00434	CDS	870				hypothetical protein
PCGOOAAK_00435	CDS	651	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
PCGOOAAK_00436	CDS	726	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
PCGOOAAK_00437	CDS	2145	kefB_1			Glutathione-regulated potassium-efflux system protein KefB
PCGOOAAK_00438	CDS	1011	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
PCGOOAAK_00439	CDS	2028				hypothetical protein
PCGOOAAK_00440	CDS	3303				TonB-dependent receptor P26
PCGOOAAK_00441	CDS	4029	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
PCGOOAAK_00442	CDS	1152				hypothetical protein
PCGOOAAK_00443	CDS	993				hypothetical protein
PCGOOAAK_00444	CDS	2310				hypothetical protein
PCGOOAAK_00445	CDS	1278				hypothetical protein
PCGOOAAK_00446	CDS	1293	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
PCGOOAAK_00447	CDS	1095	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
PCGOOAAK_00448	CDS	3225	carB_1	6.3.5.5		Carbamoyl-phosphate synthase large chain
PCGOOAAK_00449	CDS	519	resA_2			Thiol-disulfide oxidoreductase ResA
PCGOOAAK_00450	CDS	759	yaaA		COG3022	Peroxide stress resistance protein YaaA
PCGOOAAK_00451	CDS	1275				hypothetical protein
PCGOOAAK_00452	CDS	2634				hypothetical protein
PCGOOAAK_00453	CDS	972	manA_1	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
PCGOOAAK_00454	CDS	807	nimR			HTH-type transcriptional regulator NimR
PCGOOAAK_00455	CDS	1308				hypothetical protein
PCGOOAAK_00456	CDS	1035	emrA_1			Colistin resistance protein EmrA
PCGOOAAK_00457	CDS	1593				hypothetical protein
PCGOOAAK_00458	CDS	639				hypothetical protein
PCGOOAAK_00459	CDS	531				hypothetical protein
PCGOOAAK_00460	CDS	195				hypothetical protein
PCGOOAAK_00461	CDS	618				hypothetical protein
PCGOOAAK_00462	CDS	669				hypothetical protein
PCGOOAAK_00463	CDS	801		1.10.3.-	COG1496	Polyphenol oxidase
PCGOOAAK_00464	CDS	1185	obg	3.6.5.-	COG0536	GTPase Obg
PCGOOAAK_00465	CDS	570	adk	2.7.4.3	COG0563	Adenylate kinase
PCGOOAAK_00466	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
PCGOOAAK_00467	CDS	1518	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
PCGOOAAK_00468	CDS	1041				hypothetical protein
PCGOOAAK_00469	CDS	2277				hypothetical protein
PCGOOAAK_00470	CDS	888				hypothetical protein
PCGOOAAK_00471	CDS	1953				hypothetical protein
PCGOOAAK_00472	CDS	1068				hypothetical protein
PCGOOAAK_00473	CDS	1782				hypothetical protein
PCGOOAAK_00474	CDS	3204				TonB-dependent receptor P3
PCGOOAAK_00475	CDS	357				hypothetical protein
PCGOOAAK_00476	CDS	627				IS3 family transposase ISPg5
PCGOOAAK_00477	CDS	696	psd	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
PCGOOAAK_00478	CDS	705				hypothetical protein
PCGOOAAK_00479	CDS	288				hypothetical protein
PCGOOAAK_00480	CDS	435	tadA_2	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
PCGOOAAK_00481	CDS	234				hypothetical protein
PCGOOAAK_00482	CDS	387				hypothetical protein
PCGOOAAK_00483	CDS	738	birA	6.3.4.15		Bifunctional ligase/repressor BirA
PCGOOAAK_00484	CDS	1317	dinF		COG0534	DNA damage-inducible protein F
PCGOOAAK_00485	CDS	711	pyrH	2.7.4.22	COG0528	Uridylate kinase
PCGOOAAK_00486	CDS	525	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
PCGOOAAK_00487	CDS	561	frr		COG0233	Ribosome-recycling factor
PCGOOAAK_00488	CDS	978	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
PCGOOAAK_00489	CDS	1443	oprM_1		COG1538	Outer membrane protein OprM
PCGOOAAK_00490	CDS	3141	bepE_1			Efflux pump membrane transporter BepE
PCGOOAAK_00491	CDS	1149	ttgA			putative efflux pump periplasmic linker TtgA
PCGOOAAK_00492	CDS	327				hypothetical protein
PCGOOAAK_00493	CDS	1077	mdtA_3			Multidrug resistance protein MdtA
PCGOOAAK_00494	CDS	3033	mexB		COG0841	Multidrug resistance protein MexB
PCGOOAAK_00495	CDS	1323				hypothetical protein
PCGOOAAK_00496	CDS	1665	yhdG		COG0531	putative amino acid permease YhdG
PCGOOAAK_00497	CDS	810	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
PCGOOAAK_00498	CDS	1542				hypothetical protein
PCGOOAAK_00499	CDS	612	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
PCGOOAAK_00500	CDS	912	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
PCGOOAAK_00501	CDS	1506	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
PCGOOAAK_00502	CDS	846				hypothetical protein
PCGOOAAK_00503	CDS	1107				hypothetical protein
PCGOOAAK_00504	CDS	2133				hypothetical protein
PCGOOAAK_00505	CDS	2376				hypothetical protein
PCGOOAAK_00506	CDS	1371				hypothetical protein
PCGOOAAK_00507	CDS	705	rhgT	3.1.1.-	COG2755	Rhamnogalacturonan acetylesterase RhgT
PCGOOAAK_00508	CDS	1701				SusD-like protein P25
PCGOOAAK_00509	CDS	3216				TonB-dependent receptor P3
PCGOOAAK_00510	CDS	1011				hypothetical protein
PCGOOAAK_00511	CDS	591				hypothetical protein
PCGOOAAK_00512	CDS	666				hypothetical protein
PCGOOAAK_00513	CDS	558		2.3.1.-		Putative acetyltransferase
PCGOOAAK_00514	CDS	1467				hypothetical protein
PCGOOAAK_00515	CDS	1140				hypothetical protein
PCGOOAAK_00516	CDS	570				hypothetical protein
PCGOOAAK_00517	tRNA	86				tRNA-Leu(caa)
PCGOOAAK_00518	CDS	1044	rfbM	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase RfbM
PCGOOAAK_00519	CDS	2376				hypothetical protein
PCGOOAAK_00520	CDS	408				hypothetical protein
PCGOOAAK_00521	CDS	456	greA		COG0782	Transcription elongation factor GreA
PCGOOAAK_00522	CDS	1146	resA_3			Thiol-disulfide oxidoreductase ResA
PCGOOAAK_00523	CDS	2184	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
PCGOOAAK_00524	CDS	1173	dhaT_2	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
PCGOOAAK_00525	CDS	1284		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
PCGOOAAK_00526	CDS	450				hypothetical protein
PCGOOAAK_00527	CDS	1941		3.2.1.22		Retaining alpha-galactosidase
PCGOOAAK_00528	CDS	1359				hypothetical protein
PCGOOAAK_00529	CDS	2031				hypothetical protein
PCGOOAAK_00530	CDS	3357				TonB-dependent receptor P3
PCGOOAAK_00531	CDS	891				hypothetical protein
PCGOOAAK_00532	CDS	645				hypothetical protein
PCGOOAAK_00533	CDS	903	rhaR_3			HTH-type transcriptional activator RhaR
PCGOOAAK_00534	CDS	1308				hypothetical protein
PCGOOAAK_00535	CDS	1038	emrA_2			Colistin resistance protein EmrA
PCGOOAAK_00536	CDS	1569				hypothetical protein
PCGOOAAK_00537	CDS	882				hypothetical protein
PCGOOAAK_00538	CDS	825				hypothetical protein
PCGOOAAK_00539	CDS	1431	cca	2.7.7.72		CCA-adding enzyme
PCGOOAAK_00540	CDS	2385	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
PCGOOAAK_00541	CDS	462	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
PCGOOAAK_00542	CDS	198				hypothetical protein
PCGOOAAK_00543	CDS	2397	dap4	3.4.14.5		Dipeptidyl aminopeptidase 4
PCGOOAAK_00544	CDS	1341		3.4.24.-	COG0750	Putative zinc metalloprotease
PCGOOAAK_00545	CDS	1158	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
PCGOOAAK_00546	CDS	858				hypothetical protein
PCGOOAAK_00547	CDS	513	rimM			Ribosome maturation factor RimM
PCGOOAAK_00548	CDS	1308	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
PCGOOAAK_00549	CDS	603				hypothetical protein
PCGOOAAK_00550	CDS	690	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
PCGOOAAK_00551	CDS	876				hypothetical protein
PCGOOAAK_00552	CDS	567	gmk	2.7.4.8	COG0194	Guanylate kinase
PCGOOAAK_00553	CDS	186				hypothetical protein
PCGOOAAK_00554	CDS	594	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
PCGOOAAK_00555	CDS	837				hypothetical protein
PCGOOAAK_00556	CDS	891	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
PCGOOAAK_00557	CDS	483	bar	2.3.1.183		Phosphinothricin N-acetyltransferase
PCGOOAAK_00558	CDS	2337				hypothetical protein
PCGOOAAK_00559	CDS	2100	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
PCGOOAAK_00560	CDS	669	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PCGOOAAK_00561	CDS	549	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
PCGOOAAK_00562	CDS	837				hypothetical protein
PCGOOAAK_00563	CDS	417	tolR			Tol-Pal system protein TolR
PCGOOAAK_00564	CDS	717	tolQ_1			Tol-Pal system protein TolQ
PCGOOAAK_00565	CDS	714	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
PCGOOAAK_00566	CDS	156				hypothetical protein
PCGOOAAK_00567	CDS	885	nadK	2.7.1.23		NAD kinase
PCGOOAAK_00568	CDS	3075	chonabc	4.2.2.21		Chondroitin sulfate ABC exolyase
PCGOOAAK_00569	CDS	1656	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
PCGOOAAK_00570	CDS	555				hypothetical protein
PCGOOAAK_00571	CDS	390				hypothetical protein
PCGOOAAK_00572	CDS	1137	nagA_1	3.2.1.49		Alpha-N-acetylgalactosaminidase
PCGOOAAK_00573	CDS	1092	proB	2.7.2.11	COG0263	Glutamate 5-kinase
PCGOOAAK_00574	CDS	3078				TonB-dependent receptor P3
PCGOOAAK_00575	CDS	1629				SusD-like protein P25
PCGOOAAK_00576	CDS	837	bglA	3.2.1.73		Beta-glucanase
PCGOOAAK_00577	CDS	2250		3.2.1.-		Beta-xylosidase
PCGOOAAK_00578	CDS	1752				hypothetical protein
PCGOOAAK_00579	CDS	783				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
PCGOOAAK_00580	CDS	2424	btuB_2			Vitamin B12 transporter BtuB
PCGOOAAK_00581	CDS	1422				hypothetical protein
PCGOOAAK_00582	CDS	1125				hypothetical protein
PCGOOAAK_00583	CDS	726				hypothetical protein
PCGOOAAK_00584	CDS	483	argR			Arginine repressor
PCGOOAAK_00585	CDS	543				hypothetical protein
PCGOOAAK_00586	CDS	1209	argG	6.3.4.5		Argininosuccinate synthase
PCGOOAAK_00587	CDS	969	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
PCGOOAAK_00588	CDS	1125	lysJ	2.6.1.-	COG4992	[LysW]-aminoadipate semialdehyde transaminase
PCGOOAAK_00589	CDS	1197	bfce	5.1.3.11	COG2942	Cellobiose 2-epimerase
PCGOOAAK_00590	CDS	1395	yagG		COG2211	Putative glycoside/cation symporter YagG
PCGOOAAK_00591	CDS	1173		2.4.1.281	COG2152	4-O-beta-D-mannosyl-D-glucose phosphorylase
PCGOOAAK_00592	CDS	1101	manA_2	3.2.1.78	COG4124	Mannan endo-1,4-beta-mannosidase
PCGOOAAK_00593	CDS	1389				hypothetical protein
PCGOOAAK_00594	CDS	1977				hypothetical protein
PCGOOAAK_00595	CDS	1338				hypothetical protein
PCGOOAAK_00596	CDS	1755				SusD-like protein
PCGOOAAK_00597	CDS	3264				TonB-dependent receptor P3
PCGOOAAK_00598	CDS	144				hypothetical protein
PCGOOAAK_00599	CDS	891	rhaS_1			HTH-type transcriptional activator RhaS
PCGOOAAK_00600	CDS	2208	agaA_2	3.2.1.22		Alpha-galactosidase AgaA
PCGOOAAK_00601	CDS	1425				hypothetical protein
PCGOOAAK_00602	CDS	774	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
PCGOOAAK_00603	CDS	228				hypothetical protein
PCGOOAAK_00604	CDS	1350	yeeO_1		COG0534	putative FMN/FAD exporter YeeO
PCGOOAAK_00605	CDS	2169				hypothetical protein
PCGOOAAK_00606	CDS	1068				hypothetical protein
PCGOOAAK_00607	CDS	2991	susC_4			TonB-dependent receptor SusC
PCGOOAAK_00608	CDS	1644				hypothetical protein
PCGOOAAK_00609	CDS	2328				hypothetical protein
PCGOOAAK_00610	CDS	1401				hypothetical protein
PCGOOAAK_00611	CDS	4134	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
PCGOOAAK_00612	CDS	1182	araJ		COG2814	Putative transporter AraJ
PCGOOAAK_00613	CDS	708				hypothetical protein
PCGOOAAK_00614	CDS	177				hypothetical protein
PCGOOAAK_00615	CDS	1008	fda	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
PCGOOAAK_00616	CDS	255	rpmE2		COG0254	50S ribosomal protein L31 type B
PCGOOAAK_00617	CDS	357				hypothetical protein
PCGOOAAK_00618	CDS	627				IS3 family transposase ISPg5
PCGOOAAK_00619	CDS	2430				hypothetical protein
PCGOOAAK_00620	CDS	93				hypothetical protein
PCGOOAAK_00621	CDS	567	efp		COG0231	Elongation factor P
PCGOOAAK_00622	CDS	162	rpmH		COG0230	50S ribosomal protein L34
PCGOOAAK_00623	CDS	1515	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
PCGOOAAK_00624	CDS	993	TSFM			Elongation factor Ts, mitochondrial
PCGOOAAK_00625	CDS	840	rpsB		COG0052	30S ribosomal protein S2
PCGOOAAK_00626	CDS	387	rpsI		COG0103	30S ribosomal protein S9
PCGOOAAK_00627	CDS	462	rplM		COG0102	50S ribosomal protein L13
PCGOOAAK_00628	CDS	492				hypothetical protein
PCGOOAAK_00629	CDS	1404	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
PCGOOAAK_00630	CDS	1308				hypothetical protein
PCGOOAAK_00631	CDS	1350	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
PCGOOAAK_00632	CDS	1446	gltD_1	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
PCGOOAAK_00633	CDS	2343				hypothetical protein
PCGOOAAK_00634	CDS	2511				hypothetical protein
PCGOOAAK_00635	CDS	1923				hypothetical protein
PCGOOAAK_00636	CDS	996				hypothetical protein
PCGOOAAK_00637	CDS	966	yrbG		COG0530	Inner membrane protein YrbG
PCGOOAAK_00638	CDS	918				hypothetical protein
PCGOOAAK_00639	CDS	903				hypothetical protein
PCGOOAAK_00640	CDS	2376				hypothetical protein
PCGOOAAK_00641	CDS	678	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
PCGOOAAK_00642	CDS	1200				hypothetical protein
PCGOOAAK_00643	CDS	651				hypothetical protein
PCGOOAAK_00644	CDS	1071	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
PCGOOAAK_00645	CDS	978	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
PCGOOAAK_00646	CDS	1155				hypothetical protein
PCGOOAAK_00647	CDS	666				hypothetical protein
PCGOOAAK_00648	CDS	399	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
PCGOOAAK_00649	CDS	963	argF'	2.1.3.11		N-succinylornithine carbamoyltransferase
PCGOOAAK_00650	CDS	1251	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
PCGOOAAK_00651	CDS	228				hypothetical protein
PCGOOAAK_00652	CDS	468				hypothetical protein
PCGOOAAK_00653	CDS	975				hypothetical protein
PCGOOAAK_00654	CDS	3114	lacZ_2	3.2.1.23		Beta-galactosidase
PCGOOAAK_00655	CDS	1809				hypothetical protein
PCGOOAAK_00656	CDS	1179	uxuA_2	4.2.1.8	COG1312	Mannonate dehydratase
PCGOOAAK_00657	CDS	816	uxuB_2	1.-.-.-	COG1028	putative oxidoreductase UxuB
PCGOOAAK_00658	CDS	1086	purR_1			HTH-type transcriptional repressor PurR
PCGOOAAK_00659	CDS	1797	mutS_1			DNA mismatch repair protein MutS
PCGOOAAK_00660	CDS	165			COG1773	Rubredoxin
PCGOOAAK_00661	CDS	708	SIRT5	2.3.1.286		NAD-dependent protein deacylase sirtuin-5, mitochondrial
PCGOOAAK_00662	CDS	585	mip_1	5.2.1.8	COG0545	Outer membrane protein MIP
PCGOOAAK_00663	CDS	855				hypothetical protein
PCGOOAAK_00664	CDS	840				hypothetical protein
PCGOOAAK_00665	CDS	1800				hypothetical protein
PCGOOAAK_00666	CDS	3042				TonB-dependent receptor P3
PCGOOAAK_00667	CDS	1779	glaB	3.2.1.-		Alpha-1,3-galactosidase B
PCGOOAAK_00668	CDS	2112		3.2.1.31		Putative beta-glucuronidase
PCGOOAAK_00669	CDS	1113		3.2.1.-		Unsaturated 3S-rhamnoglycuronyl hydrolase
PCGOOAAK_00670	CDS	1446				hypothetical protein
PCGOOAAK_00671	CDS	4023	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
PCGOOAAK_00672	CDS	3129				TonB-dependent receptor P3
PCGOOAAK_00673	CDS	1617				SusD-like protein P25
PCGOOAAK_00674	CDS	1230				hypothetical protein
PCGOOAAK_00675	CDS	1533		3.1.6.1	COG3119	Arylsulfatase
PCGOOAAK_00676	CDS	903				hypothetical protein
PCGOOAAK_00677	CDS	1695				hypothetical protein
PCGOOAAK_00678	CDS	1665	udk_1	2.7.1.48		Uridine kinase
PCGOOAAK_00679	CDS	1482	rpoN		COG1508	RNA polymerase sigma-54 factor
PCGOOAAK_00680	CDS	681				hypothetical protein
PCGOOAAK_00681	CDS	381	gcvH		COG0509	Glycine cleavage system H protein
PCGOOAAK_00682	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
PCGOOAAK_00683	CDS	1842	ispG	1.17.7.3		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)
PCGOOAAK_00684	CDS	2832	lacZ_3	3.2.1.23		Beta-galactosidase
PCGOOAAK_00685	CDS	3027				hypothetical protein
PCGOOAAK_00686	CDS	1917				hypothetical protein
PCGOOAAK_00687	CDS	3174				TonB-dependent receptor P26
PCGOOAAK_00688	CDS	2661	lacZ_4	3.2.1.23		Beta-galactosidase
PCGOOAAK_00689	CDS	3216				hypothetical protein
PCGOOAAK_00690	CDS	3030		3.2.1.31		Putative beta-glucuronidase
PCGOOAAK_00691	CDS	1200		3.2.1.-		Unsaturated glucuronyl hydrolase
PCGOOAAK_00692	CDS	1227				hypothetical protein
PCGOOAAK_00693	CDS	2169				hypothetical protein
PCGOOAAK_00694	CDS	1755				hypothetical protein
PCGOOAAK_00695	CDS	1428	araA_1	5.3.1.4		L-arabinose isomerase
PCGOOAAK_00696	CDS	903	araC			Arabinose operon regulatory protein
PCGOOAAK_00697	CDS	93				hypothetical protein
PCGOOAAK_00698	CDS	1524	mutS_2			DNA mismatch repair protein MutS
PCGOOAAK_00699	CDS	1722				hypothetical protein
PCGOOAAK_00700	CDS	987	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
PCGOOAAK_00701	tRNA	75				tRNA-Asn(gtt)
PCGOOAAK_00702	tRNA	75				tRNA-Asn(gtt)
PCGOOAAK_00703	tRNA	75				tRNA-Asn(gtt)
PCGOOAAK_00704	CDS	927				hypothetical protein
PCGOOAAK_00705	CDS	420				hypothetical protein
PCGOOAAK_00706	CDS	4287	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
PCGOOAAK_00707	CDS	3813	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
PCGOOAAK_00708	CDS	378	rplL		COG0222	50S ribosomal protein L7/L12
PCGOOAAK_00709	CDS	516	rplJ		COG0244	50S ribosomal protein L10
PCGOOAAK_00710	CDS	699	rplA			50S ribosomal protein L1
PCGOOAAK_00711	CDS	444	rplK		COG0080	50S ribosomal protein L11
PCGOOAAK_00712	CDS	543	nusG		COG0250	Transcription termination/antitermination protein NusG
PCGOOAAK_00713	CDS	195				hypothetical protein
PCGOOAAK_00714	tRNA	74				tRNA-Trp(cca)
PCGOOAAK_00715	CDS	1185	tufA		COG0050	Elongation factor Tu
PCGOOAAK_00716	tRNA	73				tRNA-Thr(ggt)
PCGOOAAK_00717	tRNA	74				tRNA-Gly(tcc)
PCGOOAAK_00718	tRNA	84				tRNA-Tyr(gta)
PCGOOAAK_00719	tRNA	75				tRNA-Thr(tgt)
PCGOOAAK_00720	CDS	342	hpf			Ribosome hibernation promoting factor
PCGOOAAK_00721	CDS	882	xerC_5		COG4974	Tyrosine recombinase XerC
PCGOOAAK_00722	CDS	192				hypothetical protein
PCGOOAAK_00723	CDS	1779				hypothetical protein
PCGOOAAK_00724	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
PCGOOAAK_00725	CDS	1350	sufD		COG0719	FeS cluster assembly protein SufD
PCGOOAAK_00726	CDS	753	sufC		COG0396	Vegetative protein 296
PCGOOAAK_00727	CDS	1452	sufB		COG0719	FeS cluster assembly protein SufB
PCGOOAAK_00728	CDS	519				hypothetical protein
PCGOOAAK_00729	CDS	2922	infB			Translation initiation factor IF-2
PCGOOAAK_00730	CDS	1260	nusA			Transcription termination/antitermination protein NusA
PCGOOAAK_00731	CDS	468	rimP			Ribosome maturation factor RimP
PCGOOAAK_00732	tRNA	74				tRNA-Pro(cgg)
PCGOOAAK_00733	tRNA	74				tRNA-Phe(gaa)
PCGOOAAK_00734	CDS	699				hypothetical protein
PCGOOAAK_00735	CDS	1116				hypothetical protein
PCGOOAAK_00736	CDS	105				hypothetical protein
PCGOOAAK_00737	CDS	1815				hypothetical protein
PCGOOAAK_00738	CDS	1794				hypothetical protein
PCGOOAAK_00739	CDS	2697				hypothetical protein
PCGOOAAK_00740	CDS	1848				hypothetical protein
PCGOOAAK_00741	CDS	876				hypothetical protein
PCGOOAAK_00742	CDS	1551				SusD-like protein P2
PCGOOAAK_00743	CDS	2946				TonB-dependent receptor P3
PCGOOAAK_00744	CDS	1308			COG3039	IS5 family transposase ISBpl1
PCGOOAAK_00745	CDS	111				hypothetical protein
PCGOOAAK_00746	CDS	447				hypothetical protein
PCGOOAAK_00747	CDS	795				hypothetical protein
PCGOOAAK_00748	CDS	2040				hypothetical protein
PCGOOAAK_00749	CDS	1926				hypothetical protein
PCGOOAAK_00750	CDS	2601				hypothetical protein
PCGOOAAK_00751	CDS	1545				hypothetical protein
PCGOOAAK_00752	CDS	897				hypothetical protein
PCGOOAAK_00753	CDS	1515				hypothetical protein
PCGOOAAK_00754	CDS	2934	susC_5			TonB-dependent receptor SusC
PCGOOAAK_00755	CDS	1032				hypothetical protein
PCGOOAAK_00756	CDS	690				hypothetical protein
PCGOOAAK_00757	CDS	1230	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
PCGOOAAK_00758	CDS	336	rbfA			Ribosome-binding factor A
PCGOOAAK_00759	CDS	639	trmR	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
PCGOOAAK_00760	CDS	1461	pyk	2.7.1.40		Pyruvate kinase
PCGOOAAK_00761	CDS	432	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
PCGOOAAK_00762	CDS	912	xerD			Tyrosine recombinase XerD
PCGOOAAK_00763	CDS	1677				hypothetical protein
PCGOOAAK_00764	CDS	1053				hypothetical protein
PCGOOAAK_00765	CDS	1539	comM		COG0606	Competence protein ComM
PCGOOAAK_00766	CDS	2775				hypothetical protein
PCGOOAAK_00767	CDS	2925	lacZ_5	3.2.1.23		Beta-galactosidase
PCGOOAAK_00768	CDS	411				hypothetical protein
PCGOOAAK_00769	CDS	1908				hypothetical protein
PCGOOAAK_00770	CDS	648	degU		COG2197	Transcriptional regulatory protein DegU
PCGOOAAK_00771	CDS	477	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
PCGOOAAK_00772	CDS	1335				hypothetical protein
PCGOOAAK_00773	CDS	1131		3.2.1.-		Unsaturated 3S-rhamnoglycuronyl hydrolase
PCGOOAAK_00774	CDS	603	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
PCGOOAAK_00775	CDS	534		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
